,일자,건고추_거래량(kg),건고추_가격(원/kg),깻잎_거래량(kg),깻잎_가격(원/kg),당근_거래량(kg),당근_가격(원/kg),대파_거래량(kg),대파_가격(원/kg),마늘_거래량(kg),마늘_가격(원/kg),무_거래량(kg),무_가격(원/kg),미나리_거래량(kg),미나리_가격(원/kg),배추_거래량(kg),배추_가격(원/kg),백다다기_거래량(kg),백다다기_가격(원/kg),새송이_거래량(kg),새송이_가격(원/kg),샤인머스캇_거래량(kg),샤인머스캇_가격(원/kg),시금치_거래량(kg),시금치_가격(원/kg),애호박_거래량(kg),애호박_가격(원/kg),양배추_거래량(kg),양배추_가격(원/kg),양파_거래량(kg),양파_가격(원/kg),얼갈이배추_거래량(kg),얼갈이배추_가격(원/kg),청상추_거래량(kg),청상추_가격(원/kg),토마토_거래량(kg),토마토_가격(원/kg),파프리카_거래량(kg),파프리카_가격(원/kg),팽이버섯_거래량(kg),팽이버섯_가격(원/kg),포도_거래량(kg),포도_가격(원/kg)
12,20160113,100.0,5111.000000000001,139760.00000000003,4852.182312535775,731699.9999999998,712.9509361760286,1310850.0,1286.7264751878552,26130.000000000004,2874.0987370838116,3576520.0,318.1923769474237,58840.0,4055.2583276682517,1564680.0000000002,398.86072551576035,373659.99999999994,2099.3352245356746,199520.0,2196.1928628708897,0.0,,367110.00000000006,2416.5694206096264,466729.99999999994,2828.952070790393,1281650.0,332.8666952756212,2199100.0,1119.689100086399,167960.0,972.1683734222435,26370.0,2407.7929465301477,88530.0,2382.4308144131933,56760.00000000001,7581.4217758985205,301729.99999999994,1281.909654326716,79000.00000000001,3199.6531645569617
13,20160114,120.00000000000001,4868.333333333333,218840.0,4857.017912630231,991170.0,708.1342252085918,1926840.0,1287.7163127192707,104150.0,2552.6317810849737,4828230.0,323.4453826764674,43679.99999999999,3236.771978021978,2528559.9999999995,399.1701205429178,655620.0,2112.9147982062777,314890.00000000006,2113.556797611864,0.0,,584650.0,2510.609424441974,659810.0000000001,2930.102605295463,2148890.0,344.50106799324305,3338350.0,1108.80548774095,297640.0,997.9918693723962,33300.0,2520.2582582582586,114299.99999999999,2714.254593175853,82100.0,8002.023142509134,431200.00000000006,1279.9712430426716,117620.00000000001,3084.1931644278184
14,20160115,130.0,6780.7692307692305,250320.00000000003,4905.441434963246,955900.0,729.7226697353278,2212350.0,1426.719280403191,109730.00000000001,2269.1141893739177,5372599.999999998,320.69323977217744,104920.0,3437.7859321387723,3080419.9999999995,404.05454451016425,841040.0,2107.1844383144676,360950.0,2160.4704252666575,0.0,,673080.0,2446.477981814941,709360.0,3146.7315608435774,2590060.0,339.7003930410879,3838449.9999999995,1107.9896833357216,317240.0,1024.466019417476,39810.0,2886.269781461944,134850.0,2661.423804226919,140470.00000000003,8856.110201466503,452020.0,1347.7810716339984,110909.99999999999,3175.4999549184026
15,20160116,80.0,9738.75,269640.0,4991.956682984721,922360.0,744.2020469231102,2104220.0,1474.539354250031,28519.999999999996,2556.8758765778402,4629850.0,327.62657537501207,155020.0,4489.685846987485,2675019.9999999995,398.0308184611705,837780.0000000001,2096.0484852825316,406249.99999999994,2305.8104615384623,0.0,,638520.0,2442.101108814133,725850.0,3278.7694427223255,2625790.0000000005,345.35987264785075,3782260.0,1109.3733376341129,315270.0,1012.562565420116,46940.0,3232.9100979974432,139470.0,2759.27869792787,154330.0,9773.681073025336,433190.0,1393.1905168632702,112369.99999999999,2982.6181365133048
16,20160117,20.0,11670.0,288330.00000000006,5062.170776540768,962550.0000000001,733.8090488805774,1789139.9999999998,1430.110332338442,23550.000000000004,2117.855626326964,3821140.0000000005,331.13306500154397,158190.0,4660.05626145774,2132449.9999999995,393.9575605524163,866460.0,2130.3982872838906,454570.0,2381.5973337439777,0.0,,632090.0,2537.7784809125283,633540.0,3363.697635508413,2741450.0000000005,344.5272757117583,3698810.0000000005,1109.364146847229,263440.0,1082.7877315517765,48820.0,3354.7562474395736,95600.00000000001,2958.0920502092044,62280.0,10469.999999999998,431490.0,1399.6145912999145,114820.0,2413.2363699703883
17,20160118,60.0,7170.0,347650.00000000006,5288.197037250107,1446760.0000000002,863.9028588017362,2401620.0,1471.149807213464,28390.0,3607.717506164143,5854360.000000001,359.31560409677576,134620.0,4623.352399346309,3885190.0000000005,447.0401447548253,1444090.0,2177.3910213352356,470630.0,2360.2190680577096,0.0,,719290.0,2770.9102031169627,818489.9999999999,3760.7659226135943,2469800.0,420.8915296785165,3836960.0,1167.5224135774154,504970.0,1034.7436481375132,46280.0,3714.7882454624028,146480.0,2637.146368104861,173500.0,10695.989048991356,484320.00000000006,1413.6430459200528,57970.0,3719.7688459548035
18,20160119,250.0,4852.8,296310.0,5628.8650399919015,1021670.0000000001,833.4499398044378,2143600.0,1688.7259283448404,24189.999999999996,3082.364613476643,5123889.999999999,373.53943976158746,139460.0,4606.976910942206,3026450.0000000005,484.05795569066055,1068010.0,2181.307572026479,435500.0,2387.550861079219,0.0,,613050.0,3198.812494902536,756349.9999999999,3731.4244727969854,2107879.9999999995,453.2787919615919,3932589.9999999995,1173.819391291744,436630.0,1159.1695485880493,40960.0,4193.25439453125,120430.0,2914.6691023831268,146080.0,11085.947426067909,449150.0,1428.55660692419,72899.99999999999,2854.7599451303163
19,20160120,199.99999999999997,4190.0,239170.0,6032.053351172806,824050.0000000001,819.8220981736545,1914310.0,1944.0862765173874,20570.0,2836.144871171609,3832390.0,406.4869702718147,136660.0,4595.913947021806,2354390.0,489.545062627687,681759.9999999999,2168.568264491904,382039.99999999994,2384.2207622238516,0.0,,564099.9999999999,3537.681084914023,744670.0,3634.732700390777,1749519.9999999995,521.6139283917876,3616970.0,1158.552877131964,282000.0,1386.77304964539,37970.0,4220.018435607059,120729.99999999999,3036.0954195311847,176380.0,10661.39018029255,423990.0,1396.4718507511973,105400.0,2251.398481973435
20,20160121,60.0,7196.666666666666,224410.00000000006,6189.99331580589,886200.0,786.9851049424509,2046389.9999999998,1986.0974692018626,49340.0,3094.098094852047,3188290.0,443.0572814894504,72139.99999999999,3319.854449681176,2112550.0000000005,499.62490828619434,658980.0,2163.633797687335,341820.00000000006,2391.8828623251998,0.0,,724640.0,3263.773459924928,643629.9999999999,3497.408293584825,1974790.0000000002,538.7214843097239,3233200.0000000005,1166.6627799084497,240350.0,1383.9105471187852,42230.0,3232.7634383139944,89210.00000000001,2974.9781414639606,181920.00000000003,10104.744942832012,444160.0,1356.0045929394812,132540.00000000003,2797.919873245812
21,20160122,90.00000000000001,7697.777777777777,216639.99999999994,7132.363367799116,790850.0,794.9504963014477,2299299.9999999995,1920.18218588266,52810.0,3500.107934103389,3124569.9999999995,521.0402071325015,84110.0,3212.2304125549877,2207100.0,577.488423723438,637170.0,2245.9445673839004,322890.0,2533.379169376568,0.0,,575780.0000000001,3253.8780436972447,496150.00000000006,3787.421344351506,2274340.0,504.8652356287978,3494310.0000000005,1203.3084643320135,202360.0,1407.325558410753,47550.0,3050.546792849632,99470.0,3249.469186689454,133489.99999999997,10012.713311858568,467360.0,1332.137752482027,134740.0,3154.212557518183
22,20160123,0.0,,245510.00000000003,8934.416520711988,993289.9999999999,778.599401987335,2133510.0,2024.5912135401293,25740.0,3435.3146853146854,3883009.9999999995,563.9578574353402,142990.0,5011.7029162878525,2549280.0,602.000760999184,648310.0000000001,2349.9367586494113,364780.0,2752.1692527002574,0.0,,456169.99999999994,3664.228248240788,583530.0,3935.258855585831,2436730.0,463.1480713907573,3574230.0,1262.450206058368,251850.00000000003,1559.9789557276156,52170.0,3278.33237492812,133750.0,3149.1050467289724,186650.00000000003,9914.790249129384,489300.0,1336.3008379317391,103130.00000000001,3324.410937651507
23,20160124,0.0,,273250.0,9898.44977127173,1107259.9999999998,752.5212687173747,1818100.0,2211.274902370607,23430.000000000004,3014.558258642765,4622100.0,526.2876181822116,132959.99999999997,5944.026774969917,2368419.9999999995,596.3082983592438,671520.0,2407.4502620919707,403789.99999999994,2855.4820575051385,0.0,,450240.0,4143.102567519545,569550.0,3936.075147045913,2521280.0000000005,443.5968238355121,3421890.0,1304.1582283474922,260399.99999999997,1520.942780337942,53379.99999999999,3194.7658298988395,99460.00000000001,3074.4078021315095,210120.00000000003,9804.565486388728,498200.0,1363.8859895624246,74250.0,2401.8127946127943
24,20160125,0.0,,24810.0,8006.380491737204,1258260.0,768.8736827046874,2085020.0,2714.005860855052,16490.000000000004,4303.305033353547,4619350.0,723.4956649745094,10530.0,1749.80056980057,2652860.0,611.1018297233929,1178610.0,2762.7291470460964,457939.99999999994,2888.222474559986,0.0,,419680.0,3001.7813572245523,724970.0,4089.589638191925,1691100.0000000002,645.41274909822,3145579.9999999995,1309.6293211426828,231540.0,1705.367539086119,41750.0,3283.5209580838323,159060.0,3096.7408525084875,189800.0,8237.602739726028,431140.00000000006,1574.634921371248,74110.0,3151.4303063014436
25,20160126,0.0,,172900.0,7736.040485829962,999519.9999999999,800.6515127261086,1971489.9999999998,2952.4104611233133,15390.0,3565.860948667966,4262830.0,716.4943945688663,105900.0,5303.276676109537,2737129.999999999,607.9730593724087,882580.0,2754.2157084910145,401770.0,2978.307489359584,0.0,,516340.00000000006,3860.9356238137652,747580.0,4062.9875063538348,1537610.0000000002,633.940075831973,3317610.0,1277.7368045068588,251530.0,1621.6411561245181,40420.0,3444.225630875804,174830.0,3099.379969112853,184870.0,8078.411856980581,416390.00000000006,1563.0442613895625,97190.0,3059.264327605721
26,20160127,0.0,,199450.0,7075.330659313112,494330.0,853.885461129205,1221760.0,3222.016926401257,16889.999999999996,3421.9656601539377,3030069.9999999995,669.6888190701865,82810.0,5093.373988648714,2040120.0000000002,620.7074583848007,375520.0,2720.526469961653,239440.0,3119.745238890745,0.0,,350150.00000000006,3797.318292160502,513630.0,3918.800303720577,1026000.0,584.9979532163743,2444220.0000000005,1250.4082693047267,171490.0,1625.0924252142984,26640.0,3613.8888888888896,84370.0,3090.584330923314,126309.99999999999,8127.212413902304,281720.0,1582.980264092006,83990.00000000001,2696.84724371949
27,20160128,30.0,4000.0,106819.99999999999,7527.46863883168,469790.0,865.0181996211072,808270.0,3045.019857225927,101280.0,3957.075434439179,2641229.9999999995,673.6799521435089,63759.99999999999,4524.571831869511,1825949.9999999998,676.630959226704,296869.99999999994,2754.1125745275713,192250.0,3204.8405721716513,0.0,,260840.00000000003,3721.6278178193525,340309.99999999994,3879.3788016808207,894529.9999999999,612.7548545046002,2418089.9999999995,1337.6640240851252,151210.0,1782.8225646451951,18830.0,3898.640467339352,72390.0,3078.7291062301424,119560.0,8197.658079625293,232769.99999999997,1684.0795635176355,67360.0,2669.073634204276
28,20160129,30.0,4000.0,133459.99999999997,8509.91682901244,794469.9999999999,871.9585383966671,1142080.0,3033.6753992715044,104380.0,3920.0459858210384,2981649.9999999995,785.6284942900743,86510.0,4592.904866489423,2565749.9999999995,612.2885316184353,429980.0,2921.535652821061,242470.0,3348.889759557883,0.0,,297940.0,4099.1085453447,449219.99999999994,3952.9335292284413,1358919.9999999998,661.8247578959763,3077900.0,1353.4880925306215,244450.0,1766.0683166291676,25699.999999999996,4394.8443579766545,134640.0,3433.239750445633,149150.0,8327.893395910156,303710.00000000006,1804.4549076421588,76240.0,3020.939139559286
29,20160130,0.0,,120560.0,10171.672196416723,681750.0,885.6812614594792,1285749.9999999998,2933.6947307019254,21950.0,4056.282460136674,2785330.0,828.2584469344744,78780.0,4220.156130997715,2034500.0,647.4226099778815,399670.0,3224.053344008808,232800.0,3467.5,0.0,,287420.0,4594.73070767518,485790.0,4077.5668498734017,1393420.0000000002,715.5130542119388,2538020.0,1336.4615330060444,215299.99999999994,1992.2610311193687,25509.999999999996,5275.339082712663,101460.00000000001,3541.8815296668636,115480.0,8912.669726359543,287020.0,1914.4303532854854,68300.0,3315.027818448023
30,20160131,0.0,,65430.00000000001,12394.118905700747,446500.0,881.0407614781635,1013350.0,2427.528395914541,17340.0,2996.147635524798,1768870.0,812.8254761514414,52530.0,3755.0180849038647,1329870.0000000002,694.0051283208132,305120.0,3420.94979024646,231890.0,3433.03850963819,0.0,,262380.0,4889.828493025383,299630.00000000006,4143.35880919801,772310.0,696.7245018192176,1176920.0,1237.7010332053155,173500.00000000003,2153.244956772334,22369.999999999996,5753.232007152436,47830.00000000001,3630.3784235835246,76789.99999999999,9600.06901940357,252750.0,1984.9946587537092,76650.0,2881.1467710371817
31,20160201,80.0,5220.000000000001,112850.00000000001,12264.369517058038,811779.9999999999,820.4605927714407,1267260.0,3139.329813929265,26770.0,4441.322375793799,3168060.0,827.1069676710667,62029.99999999999,3858.8666774141543,3395759.9999999995,588.7408120715245,576310.0,3878.760042338324,313840.00000000006,3624.6364389497826,0.0,,506280.0,4901.031050011851,587690.0,4443.57603498443,1183560.0,662.4537835006253,1863130.0,1229.2743930911959,349760.0,2288.490965233303,37110.0,4977.006197790352,103490.0,3319.201855251715,148840.0,8941.016527815103,267110.0,2062.281457077609,80210.0,3722.2515895773595
32,20160202,80.0,5604.999999999999,175480.0,10450.880442215635,968420.0,862.280828566118,1611810.0000000005,3225.986561691514,22189.999999999996,3863.370887787292,4742639.999999999,871.8348852116122,78430.0,4636.445237791661,3103030.0,576.584789705546,461200.00000000006,3921.1955767562877,302430.0,3589.567833878914,0.0,,494120.0,4606.545980733425,566540.0000000001,4502.5212694602305,1848570.0,693.0937968267365,3280059.9999999995,1291.8267348768013,317909.99999999994,2166.478248560914,32509.999999999996,4342.676099661642,73100.0,3188.50341997264,170030.0,8607.896253602305,291120.0,2079.6881011266833,92370.0,3282.1089098192056
33,20160203,30.0,7520.0,167610.0,10670.158701748103,1149769.9999999998,855.9797176826672,1714020.0,2979.593120266974,22090.0,4086.4373019465825,5560120.0,813.8232268368308,84460.0,5107.312337201041,2674310.0,597.4988688671096,434269.99999999994,4021.216063739149,280810.0,3517.039279227948,0.0,,505810.00000000006,4143.724125659833,484060.0,4609.740734619676,1785790.0,680.3213703738961,3176120.0000000005,1243.6263113484376,323700.0,1806.4263206672845,29980.0,3772.041360907271,92270.0,3201.9583830063943,211100.0,7333.854571293225,316000.0,2102.163924050633,105120.0,2913.3723363774734
34,20160204,60.0,6750.0,182549.99999999997,10476.845247877294,1242140.0,820.6603120421207,1781950.0,3138.6440696989253,122050.00000000001,3989.1765669807455,6252650.0,701.8601712873741,89740.0,5222.766882103857,2655049.9999999995,611.2356452797501,546010.0,4055.6343290415916,263120.0,3800.5366372757676,0.0,,508750.00000000006,4107.091695331695,494890.0,4735.277132292025,1965960.0000000002,681.9097031475716,3176270.0,1226.7210910911226,344469.99999999994,1418.8472145615006,32930.0,4027.066504706954,131070.0,3386.6689555199514,227440.0,5770.5940028139285,323720.0,2126.959100457185,94770.00000000001,2854.442334071963
35,20160205,50.0,7430.0,197200.00000000003,10375.982758620687,1051490.0000000002,802.3774833807262,1933580.0,3410.2758613556202,127780.0,3775.4695570511817,5621190.0,640.9464543984459,97139.99999999999,5691.675931645048,2706470.000000001,568.2364482148332,698930.0,3768.3541985606557,273980.0,4155.536535513542,0.0,,537330.0,4363.259449500307,641550.0,5009.731431688878,1905690.0,660.8445759803535,3058440.0,1222.073671544971,324929.99999999994,1261.9816575877883,37959.99999999999,4587.889884088515,158940.00000000003,3519.460802818673,216589.99999999997,5183.162657555749,340030.00000000006,2079.9744140222915,86100.0,3443.0197444831592
36,20160206,290.00000000000006,5107.241379310343,199819.99999999997,10156.619957962168,757130.0000000001,811.0913581551383,2136720.0,3140.2439252686363,34150.0,4039.6339677891656,5127180.0,511.9282724616652,96640.0,6190.867135761589,1832489.9999999998,585.2537258047793,657460.0,3562.718948681288,300300.0,4051.5467865467867,0.0,,555900.0,4734.681417521137,683709.9999999999,4872.911322051747,1635379.9999999998,584.7111986205041,2015000.0,1217.0066501240697,260950.00000000006,1262.8557194864914,38069.99999999999,4960.267927501971,155340.0,3322.0986223767222,168010.00000000003,5413.638473900362,368659.99999999994,1960.0048825476053,61739.99999999999,4042.675736961452
37,20160207,380.0,4973.684210526316,104810.00000000001,10770.270012403396,195489.99999999997,844.8309376438694,1074240.0000000002,2692.392947572236,19360.0,3444.344008264463,4801120.000000001,447.0020536874728,71500.0,5336.377622377622,554010.0,625.2089312467284,539660.0,3560.204202646111,255730.0,3876.8982911664643,0.0,,454290.0,5001.476149596074,356830.00000000006,4443.4100271838115,1750360.0000000002,533.1184442057632,612170.0000000001,1200.5818645147588,206870.0,1204.8484555517957,30410.0,4931.9500164419605,122639.99999999999,2965.594422700587,50930.0,5960.243471431376,201620.00000000003,1825.84862612836,28290.000000000004,4173.269706610109
38,20160208,310.0,3300.0,2580.0,10099.689922480622,0.0,,9559.999999999998,2043.5041841004188,90.0,3110.0,0.0,,1050.0,632.0,1330.0,1735.112781954887,330.0,2170.0,420.0,3415.0,0.0,,550.0,2632.9090909090905,6199.999999999999,3358.0645161290327,0.0,,15020.0,1085.25965379494,0.0,,640.0,6157.500000000001,5630.0,2670.0,60.0,6390.0,9950.0,1809.0954773869348,0.0,
39,20160209,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,
40,20160210,0.0,,0.0,,0.0,,0.0,,150.0,2420.0,0.0,,650.0,2350.0,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,0.0,,399.99999999999994,3459.0,0.0,,0.0,,0.0,,0.0,
41,20160211,0.0,,166500.0,10904.612612612613,305760.00000000006,895.0104657247513,1710509.9999999998,2183.6517763707907,69150.0,3939.79320318149,3235170.0,370.216835591329,73490.0,6555.206150496667,1861090.0,591.7429570842893,1664120.0000000002,1975.7363651659732,346810.0,2619.9221475735994,0.0,,139240.0,4285.827348463085,953019.9999999999,3080.0562422614435,1758929.9999999998,444.8344732308848,2548770.0,1181.9573362837762,265280.00000000006,1165.7942551266588,35330.0,4126.719501839796,126440.0,3270.814615627966,122790.0,5807.324700708527,280910.0,2042.6933893417822,42930.0,3961.334730957373
42,20160212,0.0,,187230.0,10095.475618223576,658130.0000000001,845.8693571178943,1386489.9999999998,2719.5714357838865,53290.00000000001,3416.036779883655,3390810.0,370.1991854453655,91870.0,5253.208882116034,1836330.0,594.1891707917422,1115200.0,1875.452295552367,312549.99999999994,2505.1527755559114,0.0,,241140.0,4290.164634652069,745320.0,3060.833870015564,1765460.0,442.52953904364875,2425790.0,1197.644478705906,254210.0,1136.5630777703475,36500.00000000001,3676.736986301369,198690.0,2908.073883939806,183190.0,5175.069053987663,315289.99999999994,1814.931015890133,75380.0,3823.063146723269
43,20160213,0.0,,223990.00000000003,7466.473056832892,816050.0000000001,820.4690889038661,1357210.0,2556.383978897886,24970.0,3152.0544653584298,3241080.0,371.3490564873437,118100.00000000001,4234.919559695172,1365020.0000000002,675.4336200202193,609160.0000000001,1657.1012541860919,266920.0,2321.613966731605,0.0,,288330.0,3998.305413935421,500640.0,2920.2344998402045,1589770.0,482.3853765010033,1955970.0,1223.4158499363486,183469.99999999997,1211.3626205919227,36160.0,2781.897123893805,223920.0,2897.456234369418,174320.0,4429.994263423589,339500.0,1507.00206185567,94350.0,4052.258611552729
44,20160214,0.0,,243519.99999999997,5650.2426905387665,672990.0,809.986924025617,1656959.9999999998,1941.6065565855545,13710.0,2839.380014587892,2926750.0,373.0102331938157,130560.0,3970.1179534313724,924689.9999999999,765.0920849149445,652050.0,1541.8635073997393,256870.0,2237.823801923152,0.0,,237109.99999999997,3880.6182784361695,293710.0,2836.261959075278,1407540.0000000002,527.817255637495,1661750.0,1241.7867308560253,123809.99999999999,1348.8126968742429,36209.99999999999,2416.40983153825,176920.0,2837.610219308162,105060.00000000001,4054.1633352370072,329349.99999999994,1419.9647791103694,84080.0,4308.874881065652
